name,rating,price,type,color,power supply,side panel,"external 5.25"" bays","internal 3.5"" bays",link
Enermax ECA3310A ATX Mid Tower Case,4.5,,ATX Mid Tower,Black,None,Acrylic,3,7,https://www.amazon.com/s?k=Enermax+ECA3310A+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool DS Cube MicroATX Mini Tower Case,5.0,,MicroATX Mini Tower,Black,None,None,1,2,https://www.amazon.com/s?k=Aerocool+DS+Cube+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
SHARKOON MA-M1000 MicroATX Mid Tower Case,3.0,,MicroATX Mid Tower,Black / Blue,None,None,2,2,https://www.amazon.com/s?k=SHARKOON+MA-M1000+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Streacom ST-F1CB-EVO HTPC Case,,$115.92,HTPC,Black,None,None,N/A,N/A,https://www.amazon.com/dp/B00958D9BK?tag=bgfg-pc-builder-us-20
Raidmax Vampire ATX Full Tower Case,5.0,,ATX Full Tower,Black,None,Acrylic,5,7,https://www.amazon.com/s?k=Raidmax+Vampire+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master Elite 241 ATX Mini Tower Case w/400 W Power Supply,,,ATX Mini Tower,Black,400 W,None,1,2,https://www.amazon.com/s?k=Cooler+Master+Elite+241+ATX+Mini+Tower+Case+w%2F400+W+Power+Supply&tag=bgfg-pc-builder-us-20
Azza XT-1 ATX Full Tower Case,4.0,,ATX Full Tower,Black / Red,None,Acrylic,4,6,https://www.amazon.com/s?k=Azza+XT-1+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair Graphite Series 730T ATX Full Tower Case,4.6,$139.99,ATX Full Tower,Black,None,Acrylic,3,6,https://www.amazon.com/s?k=Corsair+Graphite+Series+730T+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake Urban T81 ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,2,8,https://www.amazon.com/s?k=Thermaltake+Urban+T81+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake SD101 Mini ITX Tower Case w/180 W Power Supply,,,Mini ITX Tower,Black,180 W,Acrylic,1,1,https://www.amazon.com/s?k=Thermaltake+SD101+Mini+ITX+Tower+Case+w%2F180+W+Power+Supply&tag=bgfg-pc-builder-us-20
In Win GR One ATX Full Tower Case,5.0,,ATX Full Tower,White,None,Acrylic,3,8,https://www.amazon.com/s?k=In+Win+GR+One+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Comrade ATX Mid Tower Case,2.7,,ATX Mid Tower,Black,None,Acrylic,3,3,https://www.amazon.com/s?k=BitFenix+Comrade+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair Graphite Series 780T ATX Full Tower Case,,,ATX Full Tower,Black / Yellow,None,Acrylic,2,6,https://www.amazon.com/s?k=Corsair+Graphite+Series+780T+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
In Win D-FRAME MINI Mini ITX Tower Case,5.0,,Mini ITX Tower,Black / Red,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=In+Win+D-FRAME+MINI+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC MA01 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black / Green,None,None,1,1,https://www.amazon.com/s?k=DIYPC+MA01+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Viper GX ATX Mid Tower Case,3.1,,ATX Mid Tower,Black / Green,None,None,3,7,https://www.amazon.com/s?k=Raidmax+Viper+GX+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-T80 ATX Test Bench Case,,,ATX Test Bench,Silver,None,None,N/A,6,https://www.amazon.com/s?k=Lian+Li+PC-T80+ATX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Phanteks Enthoo Primo ATX Full Tower Case,5.0,$249.99,ATX Full Tower,Black / White,None,Acrylic,5,6,https://www.amazon.com/dp/B00SKAWE3S?tag=bgfg-pc-builder-us-20
Aerocool XPredator ATX Full Tower Case,,,ATX Full Tower,White,None,Acrylic,6,6,https://www.amazon.com/s?k=Aerocool+XPredator+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
In Win 703 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black / Red,None,Acrylic,1,4,https://www.amazon.com/s?k=In+Win+703+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Silent Base 600 ATX Mid Tower Case,4.5,$95.04,ATX Mid Tower,Black / Silver,None,Acrylic,3,3,https://www.amazon.com/dp/B014VZI3GC?tag=bgfg-pc-builder-us-20
Thermaltake Core P5 TG Snow Edition ATX Mid Tower Case,,,ATX Mid Tower,White / Black,None,Tinted Tempered Glass,N/A,3,https://www.amazon.com/s?k=Thermaltake+Core+P5+TG+Snow+Edition+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
VIVO Titan ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,2,2,https://www.amazon.com/s?k=VIVO+Titan+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
SHARKOON BW9000 ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,Acrylic,2,5,https://www.amazon.com/s?k=SHARKOON+BW9000+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair Carbide Series SPEC-ALPHA ATX Mid Tower Case,4.0,,ATX Mid Tower,White / Blue,None,Acrylic,N/A,3,https://www.amazon.com/s?k=Corsair+Carbide+Series+SPEC-ALPHA+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC J180 ATX Mid Tower Case,4.1,$49.99,ATX Mid Tower,White,None,Acrylic,2,2,https://www.amazon.com/s?k=DIYPC+J180+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
VIVO CASE-V06 MicroATX Mid Tower Case,3.3,,MicroATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=VIVO+CASE-V06+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Azza Taurus 5000B ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,3,8,https://www.amazon.com/s?k=Azza+Taurus+5000B+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool XPredator II ATX Full Tower Case,,,ATX Full Tower,Black / Red,None,Acrylic,N/A,8,https://www.amazon.com/s?k=Aerocool+XPredator+II+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
NOX Hummer MC ATX Mid Tower Case,,,ATX Mid Tower,White / Blue,None,Acrylic,N/A,2,https://www.amazon.com/s?k=NOX+Hummer+MC+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
NOX Hummer ZS ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,2,2,https://www.amazon.com/s?k=NOX+Hummer+ZS+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone RL06 ATX Mid Tower Case,4.0,,ATX Mid Tower,White / Black,None,Acrylic,N/A,3,https://www.amazon.com/s?k=Silverstone+RL06+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone RL06 ATX Mid Tower Case,,,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=Silverstone+RL06+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Portal Mini ITX Tower Case,,,Mini ITX Tower,White,None,None,N/A,2,https://www.amazon.com/s?k=BitFenix+Portal+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
Anidees AI Crystal Cube Lite ATX Desktop Case,,,ATX Desktop,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=Anidees+AI+Crystal+Cube+Lite+ATX+Desktop+Case&tag=bgfg-pc-builder-us-20
DIYPC DIY-BG01 ATX Mid Tower Case,3.2,$52.97,ATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=DIYPC+DIY-BG01+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
SHARKOON DG7000-G ATX Mid Tower Case,,,ATX Mid Tower,Black / Blue,None,Tempered Glass,2,3,https://www.amazon.com/s?k=SHARKOON+DG7000-G+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Deepcool EARLKASE RGB ATX Mid Tower Case,4.2,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Deepcool+EARLKASE+RGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master Elite 343 MicroATX Mini Tower Case w/420 W Power Supply,4.0,,MicroATX Mini Tower,Black,420 W,None,2,5,https://www.amazon.com/s?k=Cooler+Master+Elite+343+MicroATX+Mini+Tower+Case+w%2F420+W+Power+Supply&tag=bgfg-pc-builder-us-20
EVGA DG-84 ATX Full Tower Case,,,ATX Full Tower,Black,None,None,N/A,2,https://www.amazon.com/s?k=EVGA+DG-84+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-D600 ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,10,6,https://www.amazon.com/s?k=Lian+Li+PC-D600+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT H200i Mini ITX Tower Case,4.5,,Mini ITX Tower,Black / Blue,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=NZXT+H200i+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
RIOTORO CR500 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,4,https://www.amazon.com/s?k=RIOTORO+CR500+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
EVGA DG-77 ATX Mid Tower Case,4.0,$159.94,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=EVGA+DG-77+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC Vision II ATX Mid Tower Case,,,ATX Mid Tower,Black / Blue,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=DIYPC+Vision+II+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win X-Frame 2.0 ATX Test Bench Case,,,ATX Test Bench,Black / Green,None,None,1,6,https://www.amazon.com/s?k=In+Win+X-Frame+2.0+ATX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Streacom BC1 ATX Test Bench Case,,,ATX Test Bench,Red,None,None,N/A,2,https://www.amazon.com/s?k=Streacom+BC1+ATX+Test+Bench+Case&tag=bgfg-pc-builder-us-20
Cooler Master MasterCase MC600P ATX Mid Tower Case,,$329.99,ATX Mid Tower,Black,None,Tempered Glass,2,4,https://www.amazon.com/dp/B078BXS675?tag=bgfg-pc-builder-us-20
Nanoxia Deep Silence 4 MicroATX Mini Tower Case,4.0,,MicroATX Mini Tower,Black / Gray,None,None,N/A,6,https://www.amazon.com/s?k=Nanoxia+Deep+Silence+4+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Cougar PANZER EVO ATX Full Tower Case,5.0,,ATX Full Tower,Black / Red,None,Acrylic,N/A,2,https://www.amazon.com/s?k=Cougar+PANZER+EVO+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
CiT F3 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black / Blue,None,Acrylic,N/A,2,https://www.amazon.com/s?k=CiT+F3+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master MasterBox K500 Phantom Gaming Edition ATX Mid Tower Case,2.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Cooler+Master+MasterBox+K500+Phantom+Gaming+Edition+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone LD01 MicroATX Mini Tower Case,3.0,$119.99,MicroATX Mini Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B07F15G26B?tag=bgfg-pc-builder-us-20
be quiet! Silent Base 601 ATX Mid Tower Case,5.0,$149.90,ATX Mid Tower,Black / Orange,None,Tempered Glass,N/A,3,https://www.amazon.com/dp/B07GT5NL3T?tag=bgfg-pc-builder-us-20
Thermaltake Versa J23 RGB ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Thermaltake+Versa+J23+RGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Silent Base 801 ATX Mid Tower Case,,$161.09,ATX Mid Tower,Black / Orange,None,None,N/A,5,https://www.amazon.com/dp/B07HKT2F2B?tag=bgfg-pc-builder-us-20
Zalman Z12 Plus ATX Mid Tower Case,4.7,,ATX Mid Tower,Black,None,Acrylic,4,5,https://www.amazon.com/s?k=Zalman+Z12+Plus+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Apevia X-Sniper2 ATX Mid Tower Case,3.6,,ATX Mid Tower,Black / Green,None,Acrylic,3,4,https://www.amazon.com/s?k=Apevia+X-Sniper2+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair Graphite Series 230T ATX Mid Tower Case,4.4,$79.99,ATX Mid Tower,Black / Gray,None,Acrylic,3,4,https://www.amazon.com/s?k=Corsair+Graphite+Series+230T+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Nanoxia NXDS6B ATX Full Tower Case,,,ATX Full Tower,White,None,None,4,13,https://www.amazon.com/s?k=Nanoxia+NXDS6B+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Antec NSK4100 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,6,https://www.amazon.com/s?k=Antec+NSK4100+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT H440 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black / Blue,None,Acrylic,N/A,8,https://www.amazon.com/s?k=NZXT+H440+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill Legacy U3-S MicroATX Mini Tower Case,4.5,,MicroATX Mini Tower,Silver,None,None,N/A,2,https://www.amazon.com/s?k=Rosewill+Legacy+U3-S+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair Carbide Series SPEC-02 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Acrylic,2,3,https://www.amazon.com/s?k=Corsair+Carbide+Series+SPEC-02+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Raidmax Cobra Z ATX Mid Tower Case,4.0,,ATX Mid Tower,Black / Blue,None,None,3,3,https://www.amazon.com/s?k=Raidmax+Cobra+Z+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool Mechatron-Black Steel Edition ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,Acrylic,3,4,https://www.amazon.com/s?k=Aerocool+Mechatron-Black+Steel+Edition+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Nanoxia Deep Silence 3 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,None,3,5,https://www.amazon.com/s?k=Nanoxia+Deep+Silence+3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone SG05BB-450-USB3 Mini ITX Desktop Case w/300 W Power Supply,5.0,$132.38,Mini ITX Desktop,White,300 W,None,N/A,1,https://www.amazon.com/dp/B00ARB5EBC?tag=bgfg-pc-builder-us-20
DIYPC Gamemax ATX Full Tower Case,5.0,,ATX Full Tower,Black,None,Acrylic,1,4,https://www.amazon.com/s?k=DIYPC+Gamemax+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC Ranger-R4 ATX Mid Tower Case,3.9,,ATX Mid Tower,Black / Red,None,Acrylic,2,4,https://www.amazon.com/s?k=DIYPC+Ranger-R4+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cooler Master Elite 334U ATX Mid Tower Case,,,ATX Mid Tower,Black / Silver,None,None,4,5,https://www.amazon.com/s?k=Cooler+Master+Elite+334U+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Enermax ECA5030A ATX Full Tower Case,5.0,,ATX Full Tower,Black / Blue,None,None,4,5,https://www.amazon.com/s?k=Enermax+ECA5030A+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill STAR PREDATOR ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,None,2,6,https://www.amazon.com/s?k=Rosewill+STAR+PREDATOR+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Lian Li PC-O5S HTPC Case,4.5,,HTPC,Black,None,Tempered Glass,N/A,5,https://www.amazon.com/s?k=Lian+Li+PC-O5S+HTPC+Case&tag=bgfg-pc-builder-us-20
Thermaltake Core X1 Mini ITX Tower Case,,,Mini ITX Tower,Black / Blue,None,Acrylic,2,3,https://www.amazon.com/s?k=Thermaltake+Core+X1+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool Aero-1000 ATX Mid Tower Case,,,ATX Mid Tower,White,None,Acrylic,2,5,https://www.amazon.com/s?k=Aerocool+Aero-1000+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
CHENBRO SR30169 Mini ITX Tower Case,3.0,,Mini ITX Tower,Black / Silver,None,None,N/A,4,https://www.amazon.com/s?k=CHENBRO+SR30169+Mini+ITX+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone ML08 HTPC Case,3.7,$117.37,HTPC,Black,None,None,N/A,N/A,https://www.amazon.com/dp/B0161UXW9I?tag=bgfg-pc-builder-us-20
be quiet! Silent Base 600 ATX Mid Tower Case,4.5,$335.00,ATX Mid Tower,Black / Orange,None,Acrylic,3,3,https://www.amazon.com/dp/B014VZFVDU?tag=bgfg-pc-builder-us-20
Thermaltake Core P5 ATX Mid Tower Case,,,ATX Mid Tower,Green,None,Acrylic,N/A,3,https://www.amazon.com/s?k=Thermaltake+Core+P5+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill FBM-05 MicroATX Mini Tower Case,4.4,,MicroATX Mini Tower,Black,None,None,2,2,https://www.amazon.com/s?k=Rosewill+FBM-05+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Nova ATX Mid Tower Case,3.6,,ATX Mid Tower,Black,None,Acrylic,1,4,https://www.amazon.com/s?k=BitFenix+Nova+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC Skyline-08 ATX Full Tower Case,,,ATX Full Tower,White,None,Acrylic,3,3,https://www.amazon.com/s?k=DIYPC+Skyline-08+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Zalman T2 Plus MicroATX Mini Tower Case,4.6,,MicroATX Mini Tower,Black,None,Acrylic,1,2,https://www.amazon.com/s?k=Zalman+T2+Plus+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Zalman T5 MicroATX Mini Tower Case,,,MicroATX Mini Tower,Black,None,None,1,2,https://www.amazon.com/s?k=Zalman+T5+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake Core P3 ATX Mid Tower Case,4.0,,ATX Mid Tower,Red,None,Acrylic,N/A,2,https://www.amazon.com/s?k=Thermaltake+Core+P3+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Antec Super Lanboy ATX Mid Tower Case,4.0,,ATX Mid Tower,Silver,None,Acrylic,3,4,https://www.amazon.com/s?k=Antec+Super+Lanboy+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Aurora ATX Mid Tower Case,4.5,,ATX Mid Tower,Black,None,Tempered Glass,N/A,4,https://www.amazon.com/s?k=BitFenix+Aurora+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
RAIJINTEK Thetis ATX Mid Tower Case,3.0,$115.99,ATX Mid Tower,Silver,None,None,N/A,2,https://www.amazon.com/s?k=RAIJINTEK+Thetis+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill GUNGNIR X ATX Mid Tower Case,,,ATX Mid Tower,Black / Red,None,Acrylic,2,2,https://www.amazon.com/s?k=Rosewill+GUNGNIR+X+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
SHARKOON DG7000-G ATX Mid Tower Case,,,ATX Mid Tower,Black / Red,None,Tempered Glass,2,3,https://www.amazon.com/s?k=SHARKOON+DG7000-G+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
BitFenix Nova TG ATX Mid Tower Case,4.3,,ATX Mid Tower,Black / Red,None,Tempered Glass,1,3,https://www.amazon.com/s?k=BitFenix+Nova+TG+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill SCM-01 MicroATX Mini Tower Case,3.8,,MicroATX Mini Tower,Black,None,None,1,3,https://www.amazon.com/s?k=Rosewill+SCM-01+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Dark Base 700 ATX Mid Tower Case,5.0,,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,7,https://www.amazon.com/s?k=be+quiet%21+Dark+Base+700+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool QS-240 MicroATX Mid Tower Case,,,MicroATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=Aerocool+QS-240+MicroATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cougar MG110 MicroATX Mini Tower Case,3.0,$82.99,MicroATX Mini Tower,Black,None,None,1,2,https://www.amazon.com/dp/B074R3RJDD?tag=bgfg-pc-builder-us-20
Fractal Design Define R6 ATX Mid Tower Case,5.0,,ATX Mid Tower,Silver,None,None,1,6,https://www.amazon.com/s?k=Fractal+Design+Define+R6+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Thermaltake Versa N25 ATX Mid Tower Case,3.5,,ATX Mid Tower,Black,None,Acrylic,1,3,https://www.amazon.com/s?k=Thermaltake+Versa+N25+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Corsair SPEC-OMEGA RGB Newegg Edition ATX Mid Tower Case,5.0,,ATX Mid Tower,Black / Multicolor,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=Corsair+SPEC-OMEGA+RGB+Newegg+Edition+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
EVGA DG-73 ATX Mid Tower Case,4.0,,ATX Mid Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=EVGA+DG-73+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC Model X ATX Mid Tower Case,4.0,$71.98,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=DIYPC+Model+X+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cougar MX340 ATX Mid Tower Case,4.6,$80.91,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07F1FYLHC?tag=bgfg-pc-builder-us-20
Xigmatek Hawthorn ATX Mid Tower Case,,,ATX Mid Tower,Black / Blue,None,Acrylic,N/A,2,https://www.amazon.com/s?k=Xigmatek+Hawthorn+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
be quiet! Silent Base 801 ATX Mid Tower Case,5.0,,ATX Mid Tower,Black / Silver,None,None,N/A,5,https://www.amazon.com/s?k=be+quiet%21+Silent+Base+801+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Zalman X7 ATX Full Tower Case,,,ATX Full Tower,Black,None,Acrylic,1,6,https://www.amazon.com/s?k=Zalman+X7+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Deepcool MATREXX 70 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Deepcool+MATREXX+70+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
NZXT H400 MicroATX Mini Tower Case,5.0,,MicroATX Mini Tower,Black / Red,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=NZXT+H400+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
Rosewill PRISM S ATX Mid Tower Case,4.5,,ATX Mid Tower,Black,None,Tempered Glass,N/A,3,https://www.amazon.com/s?k=Rosewill+PRISM+S+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax Expedition MicroATX Mini Tower Case,5.0,,MicroATX Mini Tower,Black,None,Acrylic,N/A,2,https://www.amazon.com/s?k=GameMax+Expedition+MicroATX+Mini+Tower+Case&tag=bgfg-pc-builder-us-20
GameMax View ATX Mid Tower Case,5.0,$61.06,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/dp/B07W5WNSKK?tag=bgfg-pc-builder-us-20
MagniumGear Neo Silent ATX Mid Tower Case,5.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=MagniumGear+Neo+Silent+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
In Win 925 ATX Full Tower Case,,,ATX Full Tower,Black,None,Tempered Glass,N/A,4,https://www.amazon.com/s?k=In+Win+925+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
DIYPC Solo-T2-R Black USB 3.0 ATX Mid Tower Case,3.0,$50.98,ATX Mid Tower,Black / Red,None,None,1,3,https://www.amazon.com/s?k=DIYPC+Solo-T2-R+Black+USB+3.0+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
GAMDIAS ATHENA M1 ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=GAMDIAS+ATHENA+M1+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Deepcool MATREXX 55 V3 ADD-RGB WH ATX Mid Tower Case,4.0,,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Deepcool+MATREXX+55+V3+ADD-RGB+WH+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Deco Gear DGPCS01 ATX Mid Tower Case,3.0,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Deco+Gear+DGPCS01+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Silverstone FARA R1 ATX Mid Tower Case,,$68.84,ATX Mid Tower,White,None,None,N/A,1,https://www.amazon.com/dp/B084L2R5NZ?tag=bgfg-pc-builder-us-20
Anidees AI CRYSTAL XL PRO LITE ATX Full Tower Case,,,ATX Full Tower,Black,None,Tempered Glass,12,N/A,https://www.amazon.com/s?k=Anidees+AI+CRYSTAL+XL+PRO+LITE+ATX+Full+Tower+Case&tag=bgfg-pc-builder-us-20
Aerocool Flo Saturn FRGB ATX Mid Tower Case,,,ATX Mid Tower,Black,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Aerocool+Flo+Saturn+FRGB+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
darkFlash V22 ATX Mid Tower Case,4.0,,ATX Mid Tower,White / Black,None,Tempered Glass,N/A,1,https://www.amazon.com/s?k=darkFlash+V22+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
Cougar MX331 MESH-X ATX Mid Tower Case,,$44.99,ATX Mid Tower,Black,None,None,1,2,https://www.amazon.com/dp/B08BWRSC91?tag=bgfg-pc-builder-us-20
Montech Fighter 500 ATX Mid Tower Case,,,ATX Mid Tower,White,None,Tempered Glass,N/A,2,https://www.amazon.com/s?k=Montech+Fighter+500+ATX+Mid+Tower+Case&tag=bgfg-pc-builder-us-20
