name,rating,price,modules,price/gb,color,first word latency,cas latency,link
GeIL Orion RGB AMD Edition 32 GB (4 x 8 GB) DDR4-3000 CL16 Memory,,,4 x 8GB,N/A,Red,10.667 ns,10.667 ns,https://www.amazon.com/s?k=GeIL+Orion+RGB+AMD+Edition+32+GB+%284+x+8+GB%29+DDR4-3000+CL16+Memory&tag=bgfg-pc-builder-us-20
GeIL Orion RGB AMD Edition 64 GB (4 x 16 GB) DDR4-3000 CL16 Memory,,,4 x 16GB,N/A,Red,10.667 ns,10.667 ns,https://www.amazon.com/s?k=GeIL+Orion+RGB+AMD+Edition+64+GB+%284+x+16+GB%29+DDR4-3000+CL16+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z RGB 16 GB (2 x 8 GB) DDR4-4000 CL16 Memory,,$149.99,2 x 8GB,$9.374,Black,8 ns,8 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+RGB+16+GB+%282+x+8+GB%29+DDR4-4000+CL16+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-4000 CL17 Memory,,$119.99,2 x 8GB,$7.499,Black,8.5 ns,8.5 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+V+16+GB+%282+x+8+GB%29+DDR4-4000+CL17+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4400 CL17 Memory,,$199.99,2 x 8GB,$12.499,Silver,7.727 ns,7.727 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+16+GB+%282+x+8+GB%29+DDR4-4400+CL17+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-4266 CL17 Memory,,$339.99,2 x 16GB,$10.625,Silver,7.97 ns,7.97 ns,https://www.amazon.com/dp/B08LQZ234Z?tag=bgfg-pc-builder-us-20
Silicon Power SU016GBLFU240BD2AH 16 GB (2 x 8 GB) DDR4-2400 CL17 Memory,,,2 x 8GB,N/A,Black / Red,14.167 ns,14.167 ns,https://www.amazon.com/s?k=Silicon+Power+SU016GBLFU240BD2AH+16+GB+%282+x+8+GB%29+DDR4-2400+CL17+Memory&tag=bgfg-pc-builder-us-20
Mushkin Redline 32 GB (2 x 16 GB) DDR4-3000 CL18 Memory,,,2 x 16GB,N/A,Red,12 ns,12 ns,https://www.amazon.com/s?k=Mushkin+Redline+32+GB+%282+x+16+GB%29+DDR4-3000+CL18+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Vulcan Z 32 GB (1 x 32 GB) DDR4-3200 CL16 Memory,,,1 x 32GB,N/A,Red / Black,10 ns,10 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Vulcan+Z+32+GB+%281+x+32+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4000 CL17 Memory,,$159.99,2 x 8GB,$9.999,Silver,8.5 ns,8.5 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+16+GB+%282+x+8+GB%29+DDR4-4000+CL17+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-4000 CL17 Memory,,$279.99,2 x 16GB,$8.750,Gold,8.5 ns,8.5 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+32+GB+%282+x+16+GB%29+DDR4-4000+CL17+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4266 CL17 Memory,,$180.98,2 x 8GB,$11.311,Silver,7.97 ns,7.97 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+16+GB+%282+x+8+GB%29+DDR4-4266+CL17+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Neo 16 GB (2 x 8 GB) DDR4-3800 CL18 Memory,,,2 x 8GB,N/A,Black / Silver,9.474 ns,9.474 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Neo+16+GB+%282+x+8+GB%29+DDR4-3800+CL18+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 64 GB (2 x 32 GB) DDR4-3200 CL14 Memory,,$344.99,2 x 32GB,$5.390,Gold,8.75 ns,8.75 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+64+GB+%282+x+32+GB%29+DDR4-3200+CL14+Memory&tag=bgfg-pc-builder-us-20
Apacer AU 4 GB (1 x 4 GB) DDR4-2666 CL19 Memory,,,1 x 4GB,N/A,Black,14.254 ns,14.254 ns,https://www.amazon.com/s?k=Apacer+AU+4+GB+%281+x+4+GB%29+DDR4-2666+CL19+Memory&tag=bgfg-pc-builder-us-20
Apacer AU 16 GB (1 x 16 GB) DDR4-2400 CL17 Memory,,,1 x 16GB,N/A,Black,14.167 ns,14.167 ns,https://www.amazon.com/s?k=Apacer+AU+16+GB+%281+x+16+GB%29+DDR4-2400+CL17+Memory&tag=bgfg-pc-builder-us-20
Apacer AU 4 GB (1 x 4 GB) DDR4-2400 CL17 Memory,,,1 x 4GB,N/A,Black,14.167 ns,14.167 ns,https://www.amazon.com/s?k=Apacer+AU+4+GB+%281+x+4+GB%29+DDR4-2400+CL17+Memory&tag=bgfg-pc-builder-us-20
Apacer AU 4 GB (1 x 4 GB) DDR4-2133 CL15 Memory,,,1 x 4GB,N/A,Black,14.065 ns,14.065 ns,https://www.amazon.com/s?k=Apacer+AU+4+GB+%281+x+4+GB%29+DDR4-2133+CL15+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 16 GB (1 x 16 GB) DDR4-2666 SODIMM CL19 Memory,,,1 x 16GB,N/A,Black,14.254 ns,14.254 ns,https://www.amazon.com/s?k=Apacer+AS+16+GB+%281+x+16+GB%29+DDR4-2666+SODIMM+CL19+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 4 GB (1 x 4 GB) DDR4-2666 SODIMM CL19 Memory,,,1 x 4GB,N/A,Black,14.254 ns,14.254 ns,https://www.amazon.com/s?k=Apacer+AS+4+GB+%281+x+4+GB%29+DDR4-2666+SODIMM+CL19+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 4 GB (1 x 4 GB) DDR4-2666 SODIMM CL19 Memory,,,1 x 4GB,N/A,Black,14.254 ns,14.254 ns,https://www.amazon.com/s?k=Apacer+AS+4+GB+%281+x+4+GB%29+DDR4-2666+SODIMM+CL19+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 8 GB (1 x 8 GB) DDR4-2400 SODIMM CL17 Memory,,,1 x 8GB,N/A,Black,14.167 ns,14.167 ns,https://www.amazon.com/s?k=Apacer+AS+8+GB+%281+x+8+GB%29+DDR4-2400+SODIMM+CL17+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 8 GB (1 x 8 GB) DDR4-2400 SODIMM CL17 Memory,,,1 x 8GB,N/A,Black,14.167 ns,14.167 ns,https://www.amazon.com/s?k=Apacer+AS+8+GB+%281+x+8+GB%29+DDR4-2400+SODIMM+CL17+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 4 GB (1 x 4 GB) DDR4-2400 SODIMM CL17 Memory,,,1 x 4GB,N/A,Black,14.167 ns,14.167 ns,https://www.amazon.com/s?k=Apacer+AS+4+GB+%281+x+4+GB%29+DDR4-2400+SODIMM+CL17+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 16 GB (1 x 16 GB) DDR4-2133 SODIMM CL15 Memory,,,1 x 16GB,N/A,Black,14.065 ns,14.065 ns,https://www.amazon.com/s?k=Apacer+AS+16+GB+%281+x+16+GB%29+DDR4-2133+SODIMM+CL15+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 8 GB (1 x 8 GB) DDR4-2133 SODIMM CL15 Memory,,,1 x 8GB,N/A,Black,14.065 ns,14.065 ns,https://www.amazon.com/s?k=Apacer+AS+8+GB+%281+x+8+GB%29+DDR4-2133+SODIMM+CL15+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 8 GB (1 x 8 GB) DDR4-2133 SODIMM CL15 Memory,,,1 x 8GB,N/A,Black,14.065 ns,14.065 ns,https://www.amazon.com/s?k=Apacer+AS+8+GB+%281+x+8+GB%29+DDR4-2133+SODIMM+CL15+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 4 GB (1 x 4 GB) DDR4-2133 SODIMM CL15 Memory,,,1 x 4GB,N/A,Black,14.065 ns,14.065 ns,https://www.amazon.com/s?k=Apacer+AS+4+GB+%281+x+4+GB%29+DDR4-2133+SODIMM+CL15+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 4 GB (1 x 4 GB) DDR4-2133 SODIMM CL15 Memory,,,1 x 4GB,N/A,Black,14.065 ns,14.065 ns,https://www.amazon.com/s?k=Apacer+AS+4+GB+%281+x+4+GB%29+DDR4-2133+SODIMM+CL15+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 16 GB (1 x 16 GB) DDR4-3200 SODIMM CL22 Memory,,,1 x 16GB,N/A,Black,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Apacer+AS+16+GB+%281+x+16+GB%29+DDR4-3200+SODIMM+CL22+Memory&tag=bgfg-pc-builder-us-20
Apacer AS 8 GB (1 x 8 GB) DDR4-3200 SODIMM CL22 Memory,,,1 x 8GB,N/A,Black,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Apacer+AS+8+GB+%281+x+8+GB%29+DDR4-3200+SODIMM+CL22+Memory&tag=bgfg-pc-builder-us-20
Neo Forza MARS 64 GB (2 x 32 GB) DDR4-3000 CL15 Memory,,$279.99,2 x 32GB,$4.375,Gray / Black,10 ns,10 ns,https://www.amazon.com/s?k=Neo+Forza+MARS+64+GB+%282+x+32+GB%29+DDR4-3000+CL15+Memory&tag=bgfg-pc-builder-us-20
Neo Forza FAYE 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,$124.99,2 x 16GB,$3.906,Silver / Black,10 ns,10 ns,https://www.amazon.com/s?k=Neo+Forza+FAYE+32+GB+%282+x+16+GB%29+DDR4-3600+CL18+Memory&tag=bgfg-pc-builder-us-20
Neo Forza FAYE 32 GB (2 x 16 GB) DDR4-4000 CL19 Memory,,$109.99,2 x 16GB,$3.437,Silver / Black,9.5 ns,9.5 ns,https://www.amazon.com/s?k=Neo+Forza+FAYE+32+GB+%282+x+16+GB%29+DDR4-4000+CL19+Memory&tag=bgfg-pc-builder-us-20
Neo Forza FAYE 32 GB (2 x 16 GB) DDR4-4400 CL19 Memory,,$139.99,2 x 16GB,$4.375,Silver / Black,8.636 ns,8.636 ns,https://www.amazon.com/s?k=Neo+Forza+FAYE+32+GB+%282+x+16+GB%29+DDR4-4400+CL19+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Dark Z 32 GB (1 x 32 GB) DDR4-3200 CL16 Memory,,,1 x 32GB,N/A,Black,10 ns,10 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Dark+Z+32+GB+%281+x+32+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Dark Z 64 GB (2 x 32 GB) DDR4-3200 CL16 Memory,,,2 x 32GB,N/A,Gray,10 ns,10 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Dark+Z+64+GB+%282+x+32+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Dark Z 32 GB (1 x 32 GB) DDR4-3200 CL16 Memory,,,1 x 32GB,N/A,Red,10 ns,10 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Dark+Z+32+GB+%281+x+32+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
TEAMGROUP T-Create Classic 64 GB (2 x 32 GB) DDR4-2666 CL19 Memory,,,2 x 32GB,N/A,Silver,14.254 ns,14.254 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Create+Classic+64+GB+%282+x+32+GB%29+DDR4-2666+CL19+Memory&tag=bgfg-pc-builder-us-20
GeIL Orion AMD Edition 32 GB (2 x 16 GB) DDR4-3000 CL16 Memory,5.0,$109.99,2 x 16GB,$3.437,Red,10.667 ns,10.667 ns,https://www.amazon.com/dp/B08LXQPKM8?tag=bgfg-pc-builder-us-20
Kingston HyperX Predator 32 GB (4 x 8 GB) DDR3-1866 CL9 Memory,,,4 x 8GB,N/A,Black,9.646 ns,9.646 ns,https://www.amazon.com/s?k=Kingston+HyperX+Predator+32+GB+%284+x+8+GB%29+DDR3-1866+CL9+Memory&tag=bgfg-pc-builder-us-20
Silicon Power SU016GXLZU320BDAJ6 16 GB (2 x 8 GB) DDR4-3200 CL16 Memory,,,2 x 8GB,N/A,Gray,10 ns,10 ns,https://www.amazon.com/s?k=Silicon+Power+SU016GXLZU320BDAJ6+16+GB+%282+x+8+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
Silicon Power SU032GBSFU266B22AB 32 GB (2 x 16 GB) DDR4-2666 SODIMM CL19 Memory,,$72.22,2 x 16GB,$2.257,Black,14.254 ns,14.254 ns,https://www.amazon.com/dp/B094D4GR96?tag=bgfg-pc-builder-us-20
Silicon Power SP016GLSTU160N22IP 16 GB (2 x 8 GB) DDR3-1600 SODIMM CL11 Memory,,,2 x 8GB,N/A,Green,13.75 ns,13.75 ns,https://www.amazon.com/s?k=Silicon+Power+SP016GLSTU160N22IP+16+GB+%282+x+8+GB%29+DDR3-1600+SODIMM+CL11+Memory&tag=bgfg-pc-builder-us-20
Silicon Power SP016GBSFU266B22 16 GB (2 x 8 GB) DDR4-2666 SODIMM CL19 Memory,,$39.97,2 x 8GB,$2.498,Black,14.254 ns,14.254 ns,https://www.amazon.com/s?k=Silicon+Power+SP016GBSFU266B22+16+GB+%282+x+8+GB%29+DDR4-2666+SODIMM+CL19+Memory&tag=bgfg-pc-builder-us-20
Silicon Power SP032GBSFU266F22 32 GB (2 x 16 GB) DDR4-2800 SODIMM CL19 Memory,,,2 x 16GB,N/A,Black,13.571 ns,13.571 ns,https://www.amazon.com/s?k=Silicon+Power+SP032GBSFU266F22+32+GB+%282+x+16+GB%29+DDR4-2800+SODIMM+CL19+Memory&tag=bgfg-pc-builder-us-20
Silicon Power XPOWER Turbine 16 GB (2 x 8 GB) DDR4-3000 CL16 Memory,,$43.97,2 x 8GB,$2.748,Blue / Black,10.667 ns,10.667 ns,https://www.amazon.com/dp/B08HY6DH7D?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Xtreem ARGB 32 GB (2 x 16 GB) DDR4-3200 CL14 Memory,,$239.99,2 x 16GB,$7.500,Black,8.75 ns,8.75 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Xtreem+ARGB+32+GB+%282+x+16+GB%29+DDR4-3200+CL14+Memory&tag=bgfg-pc-builder-us-20
OLOy Blade 32 GB (2 x 16 GB) DDR5-4800 CL40 Memory,,,2 x 16GB,N/A,Black / Silver,16.667 ns,16.667 ns,https://www.amazon.com/s?k=OLOy+Blade+32+GB+%282+x+16+GB%29+DDR5-4800+CL40+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 32 GB (2 x 16 GB) DDR5-5600 CL40 Memory,,,2 x 16GB,N/A,Silver / Black,14.286 ns,14.286 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z5+32+GB+%282+x+16+GB%29+DDR5-5600+CL40+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 32 GB (2 x 16 GB) DDR5-5600 CL40 Memory,,,2 x 16GB,N/A,Black / Silver,14.286 ns,14.286 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z5+32+GB+%282+x+16+GB%29+DDR5-5600+CL40+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,$598.99,2 x 16GB,$18.718,Silver / Black,12 ns,12 ns,https://www.amazon.com/dp/B09NZTYH82?tag=bgfg-pc-builder-us-20
TEAMGROUP T-Force Vulcan 32 GB (2 x 16 GB) DDR5-5200 CL38 Memory,,,2 x 16GB,N/A,Black / Silver,14.615 ns,14.615 ns,https://www.amazon.com/s?k=TEAMGROUP+T-Force+Vulcan+32+GB+%282+x+16+GB%29+DDR5-5200+CL38+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Apollo RGB 16 GB (2 x 8 GB) DDR4-3200 CL14 Memory,,,2 x 8GB,N/A,Silver / Black,8.75 ns,8.75 ns,https://www.amazon.com/s?k=Acer+Predator+Apollo+RGB+16+GB+%282+x+8+GB%29+DDR4-3200+CL14+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Apollo RGB 16 GB (2 x 8 GB) DDR4-3600 CL18 Memory,,,2 x 8GB,N/A,Silver / Black,10 ns,10 ns,https://www.amazon.com/s?k=Acer+Predator+Apollo+RGB+16+GB+%282+x+8+GB%29+DDR4-3600+CL18+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Apollo RGB 16 GB (2 x 8 GB) DDR4-3600 CL14 Memory,,,2 x 8GB,N/A,Silver / Black,7.778 ns,7.778 ns,https://www.amazon.com/s?k=Acer+Predator+Apollo+RGB+16+GB+%282+x+8+GB%29+DDR4-3600+CL14+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Apollo RGB 32 GB (2 x 16 GB) DDR4-3600 CL16 Memory,,,2 x 16GB,N/A,Silver / Black,8.889 ns,8.889 ns,https://www.amazon.com/s?k=Acer+Predator+Apollo+RGB+32+GB+%282+x+16+GB%29+DDR4-3600+CL16+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Apollo RGB 64 GB (2 x 32 GB) DDR4-3600 CL18 Memory,,,2 x 32GB,N/A,Silver / Black,10 ns,10 ns,https://www.amazon.com/s?k=Acer+Predator+Apollo+RGB+64+GB+%282+x+32+GB%29+DDR4-3600+CL18+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 32 GB (2 x 16 GB) DDR4-3200 CL16 Memory,,,2 x 16GB,N/A,White / Black,10 ns,10 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+32+GB+%282+x+16+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 8 GB (1 x 8 GB) DDR4-3200 CL14 Memory,,,1 x 8GB,N/A,White / Black,8.75 ns,8.75 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+8+GB+%281+x+8+GB%29+DDR4-3200+CL14+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 8 GB (1 x 8 GB) DDR4-3600 CL18 Memory,,,1 x 8GB,N/A,White / Black,10 ns,10 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+8+GB+%281+x+8+GB%29+DDR4-3600+CL18+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 8 GB (1 x 8 GB) DDR4-3600 CL16 Memory,,,1 x 8GB,N/A,White / Black,8.889 ns,8.889 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+8+GB+%281+x+8+GB%29+DDR4-3600+CL16+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 16 GB (1 x 16 GB) DDR4-3000 CL16 Memory,,,1 x 16GB,N/A,White / Black,10.667 ns,10.667 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+16+GB+%281+x+16+GB%29+DDR4-3000+CL16+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 16 GB (2 x 8 GB) DDR4-3200 CL14 Memory,,,2 x 8GB,N/A,White / Black,8.75 ns,8.75 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+16+GB+%282+x+8+GB%29+DDR4-3200+CL14+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 16 GB (1 x 16 GB) DDR4-3600 CL18 Memory,,,1 x 16GB,N/A,White / Black,10 ns,10 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+16+GB+%281+x+16+GB%29+DDR4-3600+CL18+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 16 GB (2 x 8 GB) DDR4-3600 CL16 Memory,,,2 x 8GB,N/A,White / Black,8.889 ns,8.889 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+16+GB+%282+x+8+GB%29+DDR4-3600+CL16+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 32 GB (1 x 32 GB) DDR4-3200 CL16 Memory,,,1 x 32GB,N/A,White / Black,10 ns,10 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+32+GB+%281+x+32+GB%29+DDR4-3200+CL16+Memory&tag=bgfg-pc-builder-us-20
Acer Predator Talos 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory,,,2 x 16GB,N/A,White / Black,10 ns,10 ns,https://www.amazon.com/s?k=Acer+Predator+Talos+32+GB+%282+x+16+GB%29+DDR4-3600+CL18+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal Elite 16 GB (2 x 8 GB) DDR4-3600 CL14 Memory,,$209.99,2 x 8GB,$13.124,Gold,7.778 ns,7.778 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+Elite+16+GB+%282+x+8+GB%29+DDR4-3600+CL14+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal Elite 32 GB (4 x 8 GB) DDR4-3600 CL16 Memory,,$289.99,4 x 8GB,$9.062,Gold,8.889 ns,8.889 ns,https://www.amazon.com/dp/B09LHXWQRG?tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal Elite 16 GB (2 x 8 GB) DDR4-4000 CL14 Memory,,$249.99,2 x 8GB,$15.624,Silver,7 ns,7 ns,https://www.amazon.com/dp/B0985MMR7N?tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal Elite 16 GB (2 x 8 GB) DDR4-4800 CL20 Memory,,$269.99,2 x 8GB,$16.874,Gold,8.333 ns,8.333 ns,https://www.amazon.com/dp/B09LHYSQFW?tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal Elite 16 GB (2 x 8 GB) DDR4-4600 CL20 Memory,,$229.99,2 x 8GB,$14.374,Gold,8.696 ns,8.696 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+Elite+16+GB+%282+x+8+GB%29+DDR4-4600+CL20+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4400 CL18 Memory,,$159.99,2 x 8GB,$9.999,Silver,8.182 ns,8.182 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+16+GB+%282+x+8+GB%29+DDR4-4400+CL18+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 32 GB (4 x 8 GB) DDR4-3600 CL14 Memory,,,4 x 8GB,N/A,Silver,7.778 ns,7.778 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+32+GB+%284+x+8+GB%29+DDR4-3600+CL14+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-3600 CL14 Memory,,$189.99,2 x 8GB,$11.874,Silver,7.778 ns,7.778 ns,https://www.amazon.com/dp/B0995R8RX7?tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-3600 CL14 Memory,,$199.99,2 x 8GB,$12.499,Gold,7.778 ns,7.778 ns,https://www.amazon.com/dp/B0995NV71D?tag=bgfg-pc-builder-us-20
G.Skill F4-3600C14Q2-128GTRSA 128 GB (8 x 16 GB) DDR4-3600 CL14 Memory,,,8 x 16GB,N/A,Silver,7.778 ns,7.778 ns,https://www.amazon.com/s?k=G.Skill+F4-3600C14Q2-128GTRSA+128+GB+%288+x+16+GB%29+DDR4-3600+CL14+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4266 CL19 Memory,,$144.99,2 x 8GB,$9.062,Gold,8.908 ns,8.908 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+16+GB+%282+x+8+GB%29+DDR4-4266+CL19+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-4266 CL16 Memory,,$324.99,2 x 16GB,$10.156,Gold,7.501 ns,7.501 ns,https://www.amazon.com/dp/B09BZ137CB?tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 32 GB (2 x 16 GB) DDR4-4266 CL19 Memory,,$319.99,2 x 16GB,$10.000,Silver,8.908 ns,8.908 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+32+GB+%282+x+16+GB%29+DDR4-4266+CL19+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4000 CL14 Memory,,$259.99,2 x 8GB,$16.249,Gold,7 ns,7 ns,https://www.amazon.com/dp/B0995QTSR8?tag=bgfg-pc-builder-us-20
G.Skill Trident Z Royal 16 GB (2 x 8 GB) DDR4-4800 CL19 Memory,,,2 x 8GB,N/A,Gold,7.917 ns,7.917 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z+Royal+16+GB+%282+x+8+GB%29+DDR4-4800+CL19+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-5600 CL36 Memory,,$377.40,2 x 16GB,$11.794,Silver / Black,12.857 ns,12.857 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z5+RGB+32+GB+%282+x+16+GB%29+DDR5-5600+CL36+Memory&tag=bgfg-pc-builder-us-20
G.Skill Trident Z5 32 GB (2 x 16 GB) DDR5-5600 CL40 Memory,,$179.99,2 x 16GB,$5.625,Silver / Black,14.286 ns,14.286 ns,https://www.amazon.com/s?k=G.Skill+Trident+Z5+32+GB+%282+x+16+GB%29+DDR5-5600+CL40+Memory&tag=bgfg-pc-builder-us-20
V-Color Manta XPrism RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,,2 x 16GB,N/A,Black,12 ns,12 ns,https://www.amazon.com/s?k=V-Color+Manta+XPrism+RGB+32+GB+%282+x+16+GB%29+DDR5-6000+CL36+Memory&tag=bgfg-pc-builder-us-20
V-Color Manta XPrism RGB 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory,,,2 x 16GB,N/A,White,12 ns,12 ns,https://www.amazon.com/s?k=V-Color+Manta+XPrism+RGB+32+GB+%282+x+16+GB%29+DDR5-6000+CL36+Memory&tag=bgfg-pc-builder-us-20
V-Color Manta XPrism RGB 32 GB (2 x 16 GB) DDR5-6200 CL36 Memory,,,2 x 16GB,N/A,Black,11.613 ns,11.613 ns,https://www.amazon.com/s?k=V-Color+Manta+XPrism+RGB+32+GB+%282+x+16+GB%29+DDR5-6200+CL36+Memory&tag=bgfg-pc-builder-us-20
V-Color Manta XPrism RGB 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory,,,2 x 16GB,N/A,White,10 ns,10 ns,https://www.amazon.com/s?k=V-Color+Manta+XPrism+RGB+32+GB+%282+x+16+GB%29+DDR5-6400+CL32+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 128 GB (8 x 16 GB) DDR4-3600 CL14 Memory,,$1199.99,8 x 16GB,$9.375,Black,7.778 ns,7.778 ns,https://www.amazon.com/s?k=G.Skill+Ripjaws+V+128+GB+%288+x+16+GB%29+DDR4-3600+CL14+Memory&tag=bgfg-pc-builder-us-20
G.Skill Ripjaws V 16 GB (2 x 8 GB) DDR4-4266 CL19 Memory,,$89.99,2 x 8GB,$5.624,Black,8.908 ns,8.908 ns,https://www.amazon.com/dp/B09FY42333?tag=bgfg-pc-builder-us-20
